name,address,subway_distance,call,price,url,note,visitor_review,blog_review,area,subway,star,orginized_price
아늑스터디카페 숭실대점,서울 동작구 상도로37길 81 2층,숭실대입구역 3번출구에서 234m,번호정보 없음,가격정보 없음,https://blog.naver.com/aneukstudycafe/223205906834,"남/녀 화장실 구분, 무선 인터넷",방문자 리뷰 9,블로그 리뷰 4,동작구,숭실대입구역,,가격정보 없음
할거하마 워크 & 스터디 홍대점,서울 마포구 동교로 185 4층,홍대입구역 1번출구에서 150m,0507-1305-8732,가격정보 없음,https://pf.kakao.com/_upnKG,"무선 인터넷, 남/녀 화장실 구분, 노키즈존, 간편결제",방문자 리뷰 185,블로그 리뷰 9,마포구,홍대입구역,,가격정보 없음
타임레서피 스터디룸,서울 마포구 양화로15길 17 도원빌딩 2층,홍대입구역 1번출구에서 467m,0507-1347-3215,"Day Time(09:00~23:00)1,800원Night Time(23:00~09:00)1,000원",https://blog.naver.com/timerecipe,"무선 인터넷, 남/녀 화장실 구분, 예약",방문자 리뷰 901,블로그 리뷰 12,마포구,홍대입구역,별점 4.86,가격정보 없음
워크히어24,서울 마포구 독막로 88 청옥빌딩 지하1층,상수역 3번출구에서 15m,번호정보 없음,"1인실 자유석 1시간2,000원1인실 자유석 2시간4,000원1인실 자유석 4시간6,000원1인실 자유석 8시간10,000원1인실 자유석 12시간12,000원회의실/스터디룸 1시간(기본 2인)6,000원회의실/스터디룸 1인 추가2,000원비상주사무실 개인사업자 1개월당44,000원비상주사무실 법인사업자 1개월당55,000원6인실 사무실 1개월당1,430,000원",http://pf.kakao.com/_MlxnXxj,"반려동물 동반, 남/녀 화장실 구분, 무선 인터넷, 단체 이용 가능, 예약, 주차",방문자 리뷰 15,블로그 리뷰 8,마포구,상수역,,"1인실 - 1시간 2,000원, 1인실 - 2시간 4,000원, 1인실 - 4시간 6,000원, 1인실 - 8시간 10,000원, 1인실 - 12시간 12,000원, 2인 - 1시간 6,000원, 1인 추가 - 1시간 2,000원, 가격정보 없음, 가격정보 없음"
르하임스터디카페 망원역점,서울 마포구 월드컵로 61 2층,망원역 2번출구에서 160m,번호정보 없음,"1회 시간권 (2시간)3,000원1회 시간권 (4시간)5,000원1회 시간권 (6시간)6,000원1회 시간권 (9시간)8,000원1회 시간권 (12시간)10,000원2주 기간권 (14일)80,000원4주 기간권 (28일)130,000원8주 기간권 (56일)250,000원50시간 정액권70,000원100시간 정액권120,000원",https://blog.naver.com/danbi070788,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 359,블로그 리뷰 14,마포구,망원역,별점 4.95,가격정보 없음
어라운드스터디카페 중곡1호점,서울 광진구 용마산로 109 궁전빌딩 3층,중곡역 2번출구에서 468m,0507-1359-2833,"2시간(커피,음료 무료)3,500원3시간5,000원4시간6,000원6시간8,000원8시간9,500원12시간12,000원1주 정기권45,000원2주 정기권80,000원4주 정기권130,000원8주 정기권240,000원",https://aroundstudycafegg1.modoo.at,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 126,블로그 리뷰 37,광진구,중곡역,별점 4.59,가격정보 없음
지혜의숲스터디카페,"서울 광진구 용마산로16길 8 2층, 3층",중곡역 2번출구에서 670m,0507-1399-8988,가격정보 없음,https://blog.naver.com/777forest,"무선 인터넷, 예약, 남/녀 화장실 구분",방문자 리뷰 17,블로그 리뷰 1,광진구,중곡역,별점 4.65,가격정보 없음
위넌스터디카페 장안센터,서울 동대문구 답십리로 302 3층,역정보 없음,번호정보 없음,"(Study Zone) 2시간3,000원(Study Zone) 4시간5,000원(Study Zone) 6시간6,000원(Study Zone) 9시간8,000원(Study Zone) 12시간10,000원(Study Zone) 24시간12,000원(Study Zone) 1시간 연장1,500원(Study Zone) 야간(21:00~07:00)7,000원(Study Zone) 정기권 1주45,000원(Study Zone) 정기권 2주80,000원",http://cafe12.winnen.co.kr/,"남/녀 화장실 구분, 무선 인터넷",방문자 리뷰 79,블로그 리뷰 26,동대문구,,별점 4.44,가격정보 없음
타임유 스터디카페 팔복장안점,서울 동대문구 답십리로 303 4층,역정보 없음,0507-1379-5245,가격정보 없음,https://blog.naver.com/fred5245,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 19,블로그 리뷰 7,동대문구,,,가격정보 없음
초심스터디카페 장안사거리점,서울 동대문구 장한로 140 삼부빌딩 3층 1호,역정보 없음,0507-1479-2579,가격정보 없음,https://www.instagram.com/chosim_jangan,"단체 이용 가능, 주차, 무선 인터넷",방문자 리뷰 27,블로그 리뷰 72,동대문구,,,가격정보 없음
스페이스에이,서울 성동구 자동차시장1길 63 서울빌딩 3층 304호,장한평역 6번출구에서 10m,0507-1396-0505,"06:00~24:00 (4인)12,000원1인추가 (5인부터) -시간당3,000원",https://spaceastudio.modoo.at,"무선 인터넷, 단체 이용 가능, 예약, 남/녀 화장실 구분",방문자 리뷰 16,블로그 리뷰 5,성동구,장한평역,,"4인실 - 1시간 12,000원, 5인실 - 1시간 15,000원, 6인실 - 1시간 18,000원"
강남역 스터디룸 스터디카페 윙스터디,서울 서초구 서초대로73길 7 우송빌딩 지하 2층,강남역 9번출구에서 186m,0507-1436-0334,"평일 1시간 이용 요금2,200원주말 1시간 이용요금2,500원",https://wingstudygangnam.modoo.at/,"예약, 단체 이용 가능, 주차, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 1,블로그 리뷰 126,서초구,강남역,별점 4.48,"주중 - 1시간 2,200원, 주말/공휴일 - 1시간 2,500원"
강남역 스터디룸 풀로 모임 공간,서울 서초구 서초대로73길 9 9층 905호,강남역 9번출구에서 183m,0507-1399-9744,"스마트모니터, 빔프로젝터 사용무료커피머신, 정수기, 커피믹스/차 이용무료스터디룸 (1시간)1,000~3,000원미팅룸 (1시간)1,000~3,000원회의실 (1시간)1,000~3,000원모임공간 (1시간)1,000~3,000원",https://www.spacecloud.kr/space/60862,"단체 이용 가능, 예약, 무선 인터넷, 주차, 발렛파킹",방문자 리뷰 38,블로그 리뷰 7,서초구,강남역,,"스터디룸 - 1시간 1,000원~3,000원, 미팅룸 - 1시간 1,000원~3,000원, 회의실 - 1시간 1,000원~3,000원, 모임공간 - 1시간 1,000원~3,000원"
강남역 스터디룸 틈612,서울 서초구 강남대로65길 12 5층 612호,강남역 10번출구에서 356m,0507-1430-3388,스터디룸(1시간)변동모임공간(1시간)변동미팅룸(1시간)변동,URL정보 없음,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제",방문자 리뷰 8,블로그 리뷰 2,서초구,강남역,,가격정보 없음
모임일주 스터디룸,서울 서초구 강남대로61길 10 409호,강남역 10번출구에서 194m,0507-1338-0380,가격정보 없음,http://moimilju.modoo.at,"예약, 무선 인터넷, 단체 이용 가능",방문자 리뷰 30,블로그 리뷰 14,서초구,강남역,별점 5,가격정보 없음
강남역 포커스 스터디룸 모임 공간,서울 서초구 강남대로61길 10 센터프라자 411호,강남역 10번출구에서 196m,0507-1480-0614,가격정보 없음,https:///www.spacecloud.kr/space/64506,"단체 이용 가능, 예약, 무선 인터넷",방문자 리뷰 8,블로그 리뷰 6,서초구,강남역,,가격정보 없음
헬로강남 모임공간 스터디룸,서울 서초구 강남대로65길 12 한서그린빌리지 812호,강남역 10번출구에서 356m,070-8064-5506,"주말오후(12시~24시) 1인 1시간3,000원주말 오전(0시~12시) 1인 1시간2,000원평일오후(12시~24시) 1인 1시간2,500원평일 오전(0시~12시) 1인 1시간1,500원",https://www.spacecloud.kr/space/45618?type=search&user_id=1669108322,"단체 이용 가능, 무선 인터넷",방문자 리뷰 1,블로그 리뷰 8,서초구,강남역,,"1인 - 주중 - 1시간 1,500원~2,500원, 1인 - 주말/공휴일 - 1시간 2,000원~3,000원"
나이수미추 스터디룸,서울 서초구 강남대로65길 12 한서그린빌리지 911호,강남역 10번출구에서 356m,0507-1447-0492,"[금요일] 12시 ~ 24시3,000원[금요일] 0시 ~ 12시2,000원[평일] 12시 ~ 24시2,000원[평일] 0시 ~ 12시1,500원[주말,공휴일] 0시~24시3,000원",https://www.instagram.com/nicemeetu_room4u?igsh=OGl4a3BmZDI1NWw5,"단체 이용 가능, 예약, 무선 인터넷, 간편결제, 주차",방문자 리뷰 2,블로그 리뷰 5,서초구,강남역,,"주중 - 1시간 1,500원~2,000원, 주말/공휴일 - 1시간 3,000원"
에스랩 스터디카페 & 스터디룸 2호점 1관,서울 서초구 사평대로56길 14 동원빌딩 2층,신논현역 9번출구에서 204m,0507-1341-1624,"신규 체험 신청 - 카카오채널 문의무료다양한 이벤트 확인은 홈페이지로 :)무료1시간2,500원2시간4,100원30시간50,500원50시간79,000원100시간146,000원4주 자유권변동4주 240시간변동고정석변동",http://pf.kakao.com/_Yxadxnxl,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 주차, 예약",방문자 리뷰 196,블로그 리뷰 41,서초구,신논현역,별점 4.33,가격정보 없음
모임플러스 스터디룸 스터디카페,서울 서초구 사임당로 173 서전빌딩 4층,강남역 5번출구에서 375m,0507-1419-5202,"매일 09시-22시(1시간/1인)2,500원",http://cafe.naver.com/moimplus,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 129,블로그 리뷰 130,서초구,강남역,,"1인 - 1시간 2,500원, 2인 - 1시간 5,000원, 3인 - 1시간 7,500원, 4인 - 1시간 10,000원"
공유하는사람들스터디룸 파티룸 강남점,서울 서초구 강남대로61길 10 센터프라자 10층 05호,강남역 10번출구에서 196m,번호정보 없음,"주말 00시~24시(1시간/1인기준)3,000원평일 00시~24시(1시간/1인기준)2,000원",https://booking.naver.com/,"단체 이용 가능, 무선 인터넷, 포장, 배달, 예약",방문자 리뷰 3,,서초구,강남역,,"주중 - 1시간 2,000원, 주말/공휴일 - 1시간 3,000원"
찹쌀떡 스터디룸,서울 서초구 강남대로65길 12 3층 308호,강남역 10번출구에서 405m,0507-1377-9126,가격정보 없음,https://www.spacecloud.kr/space/63839,"단체 이용 가능, 예약, 무선 인터넷, 간편결제",,,서초구,강남역,,가격정보 없음
리움스터디룸,서울 서초구 강남대로61길 10 1동 607호,강남역 10번출구에서 196m,0507-1441-5632,가격정보 없음,URL정보 없음,"단체 이용 가능, 예약, 무선 인터넷, 대기공간, 간편결제",방문자 리뷰 9,블로그 리뷰 6,서초구,강남역,,가격정보 없음
이반퓨처스터디룸,서울 서초구 서초대로77길 45 5층 504호,신논현역 7번출구에서 267m,0507-1330-0407,"이용료1,500~3,500원",https://www.spacecloud.kr/space/58939,"배달, 단체 이용 가능, 예약, 무선 인터넷",,블로그 리뷰 1,서초구,신논현역,,가격정보 없음
워크토크 역삼점 회의실,서울 강남구 논현로85길 7 5층 워크토크,역삼역 3번출구에서 208m,0507-1353-2834,가격정보 없음,https://pf.kakao.com/_wPQeb/,"예약, 무선 인터넷, 단체 이용 가능",방문자 리뷰 25,블로그 리뷰 28,강남구,역삼역,,가격정보 없음
코지스터디룸,서울 강남구 강남대로 378,강남역 3번출구에서 19m,번호정보 없음,가격정보 없음,URL정보 없음,비고 없음,,블로그 리뷰 2,강남구,강남역,,가격정보 없음
토즈 강남역토즈타워점,서울 강남구 강남대로84길 24-4 1~6층,강남역 3번출구에서 251m,0507-1374-0116,"2인(기본 2시간)15,000원3~4인(기본 2시간)30,000원5~6인(기본 2시간)50,000원7~8인(기본 2시간)70,000원프리미엄 10인(기본 2시간)90,000원프리미엄 11인(기본 2시간)110,000원15인부스변동20인부스변동30인부스변동40~60인부스변동",https://blog.naver.com/toztower_24,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 639,블로그 리뷰 561,강남구,강남역,별점 4.53,"2인 - 2시간 15,000원, 3~4인 - 2시간 30,000원, 5~6인 - 2시간 50,000원, 7~8인 - 2시간 70,000원, 프리미엄 10인 - 2시간 90,000원, 프리미엄 11인 - 2시간 110,000원, 15인부스 - 가격정보 없음, 20"
토즈 강남컨퍼런스,서울 서초구 강남대로 441 서산빌딩 9층,신논현역 7번출구에서 176m,0507-1314-0118,"58인강의장 2시간450,000원35인강의장 2시간350,000원25인강의장 2시간250,000원6인부스 2시간50,000원최대7인부스 2시간66,000원최대9인 2시간70,000원최대10인부스 2시간100,000원최대15인부스 2시간150,000원",https://moim.toz.co.kr/,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차",방문자 리뷰 155,블로그 리뷰 374,서초구,신논현역,별점 4.5,"58인 - 2시간 450,000원, 35인 - 2시간 350,000원, 25인 - 2시간 250,000원, 6인 - 2시간 50,000원, 최대7인 - 2시간 66,000원, 최대9인 - 2시간 70,000원, 최대10인 - 2시간 100,000원, 최대15인 -"
마이더스 스터디룸,서울 강남구 역삼로3길 17,강남역 4번출구에서 305m,번호정보 없음,가격정보 없음,URL정보 없음,비고 없음,,,강남구,강남역,,가격정보 없음
철부지모임공간 강남2호점,서울 강남구 테헤란로1길 28-9 6층,강남역 11번출구에서 264m,0507-1434-2213,"일요일 20명 기준 시간당50,000원토요일 20명 기준 시간당60,000원평일 저녁 20명 기준50,000원평일 20명 기준 시간당40,000원",URL정보 없음,"단체 이용 가능, 예약, 무선 인터넷",방문자 리뷰 25,블로그 리뷰 92,강남구,강남역,,"20인 - 주중 - 1시간 40,000원, 20인 - 평일저녁 - 1시간 50,000원, 20인 - 주말/공휴일 - 1시간 50,000원~60,000원"
워크토크 강남본점,서울 강남구 테헤란로14길 40 2층,역삼역 3번출구에서 562m,0507-1379-0285,가격정보 없음,https://pf.kakao.com/_wPQeb,"단체 이용 가능, 예약, 무선 인터넷, 반려동물 동반, 대기공간",방문자 리뷰 20,블로그 리뷰 28,강남구,역삼역,,가격정보 없음
프리즘 스터디센터 강남점,서울 서초구 서초대로 389 진흥종합상가 3층 301호,강남역 9번출구에서 304m,0507-1408-8357,"1인/1시간 (예약방법 필독)1,000원",http://pf.kakao.com/_YFBBb,"예약, 무선 인터넷, 남/녀 화장실 구분, 주차",방문자 리뷰 47,블로그 리뷰 9,서초구,강남역,,"1인 - 1시간 1,000원"
무드인데이 스터디&파티룸 강남점,서울 서초구 강남대로65길 12 4층 513호,강남역 10번출구에서 356m,0507-1447-2111,"평일 (시간&인당)1,000~2,700원주말 (시간&인당)1,000~3,200원공휴일 (시간&인당)변동올나이트 패키지 (00시 ~ 09시)변동",http://pf.kakao.com/_NJidn,"단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 간편결제",,,서초구,강남역,,"주중 - 1시간 1,000원~2,700원, 주말/공휴일 - 1시간 1,000원~3,200원"
모임공간&스터디룸 돈버는아지트 modern,서울 서초구 사평대로53길 137 2층 201호,논현역 6번출구에서 262m,0507-1484-1550,"1시간 단위 예약 (평일)15,000원1시간 단위 예약 (주말)18,000원",https://www.spacecloud.kr/space/43622?type=search,"무선 인터넷, 예약, 포장, 단체 이용 가능",방문자 리뷰 2,블로그 리뷰 17,서초구,논현역,,"4인실 - 1시간 15,000원, 주중 - 1시간 15,000원, 주말/공휴일 - 1시간 18,000원"
위스터디카페,서울 서초구 사평대로52길 13 지하,신논현역 9번출구에서 286m,0507-1305-6326,"커피,스낵등 무료무료첫방문 2시간쿠폰(카톡채널로 문의)무료2시간3,000원4시간5,500원6시간8,000원8시간9,000원10시간10,000원30시간40,000원50시간60,000원100시간110,000원",URL정보 없음,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",,블로그 리뷰 6,서초구,신논현역,,"2시간 1,500원, 4시간 1,375원, 6시간 1,333원, 8시간 1,125원, 10시간 1,000원"
이잼스터디카페 망원점,"서울 마포구 월드컵로 132 4, 5층",마포구청역 4번출구에서 390m,번호정보 없음,가격정보 없음,https://easemmw.modoo.at,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 16,블로그 리뷰 3,마포구,마포구청역,,가격정보 없음
워크토크 교대점 회의실,서울 서초구 법원로2길 7-4 동용빌딩 5층 510호,교대역 10번출구에서 189m,0507-1328-2641,가격정보 없음,https://pf.kakao.com/_wPQeb,"예약, 무선 인터넷, 단체 이용 가능, 남/녀 화장실 구분",방문자 리뷰 15,,서초구,교대역,,가격정보 없음
강의실&모임공간&스터디룸 제이비전워크,서울 서초구 서초중앙로20길 24 4층 401호,교대역 13번출구에서 137m,0507-1301-4229,"J2 (5인~12인)30,000원J1 (5인~15인)30,000원",URL정보 없음,"단체 이용 가능, 예약, 대기공간, 무선 인터넷, 간편결제",방문자 리뷰 7,블로그 리뷰 4,서초구,교대역,,"5인~12인 - 1시간 15,000원, 5인~15인 - 1시간 15,000원"
시작스터디카페 서초점,서울 서초구 반포대로19길 9-8 3층,서초역 3번출구에서 565m,번호정보 없음,"(당일권)2시간3,000원(당일권)4시간5,000원(당일권)6시간6,000원(당일권)8시간8,000원(당일권)12시간10,000원(시간권)50시간60,000원(시간권)100시간100,000원(시간권)150시간150,000원(시간권)200시간180,000원(기간권)7일40,000원",http://pf.kakao.com/_EnZGG,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 대기공간",방문자 리뷰 28,블로그 리뷰 5,서초구,서초역,,가격정보 없음
더작심스터디카페 교대역점,서울 서초구 서초대로 302 지하1층,교대역 5번출구에서 45m,02-6242-0270,"4인 스터디룸ㅣ회의실(1시간)12,000원일일 이용권(2시간)5,000원일일 이용권(6시간)12,000원일일 이용권(8시간)15,000원50시간(6주)120,000원100시간(12주)180,000원자유석(4주)250,000원고정석 케임브릿지(4주)270,000원고정석 작심실(4주)290,000원사물함(4주)12,000원",https://www.instagram.com/zaksim_official/,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 14,블로그 리뷰 5,서초구,교대역,,"4인 - 1시간 12,000원, 2시간 10,000원, 6시간 12,000원, 8시간 15,000원"
더공간스터디카페 교대역점,서울 서초구 서초중앙로20길 15 2층 더공간스터디카페 교대역점,교대역 13번출구에서 98m,번호정보 없음,"음료 + 4시간 (1인석)7,000원음료 + 2시간 (소형룸)14,000원음료 + 2시간 (중소형룸)20,000원24시간 * 4주권190,000원",http://thestudysnue.modoo.at,"예약, 단체 이용 가능, 주차, 남/녀 화장실 구분, 무선 인터넷",방문자 리뷰 15,블로그 리뷰 56,서초구,교대역,,"1인 - 1시간 1,750원, 소형룸 - 1시간 7,000원, 중소형룸 - 1시간 10,000원"
헤이든 스터디룸,서울 서초구 반포대로 300-3 상화빌딩,고속터미널역 8-1번 출구에서 238m,번호정보 없음,"2인실 (1시간)6,000원3인실 (1시간)7,000원4인실 (1시간)10,000원1인석 (2시간권)4,000원사물함 (4주권)10,000원",URL정보 없음,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 주차",방문자 리뷰 225,블로그 리뷰 4,서초구,고속터미널역,,"2인실 - 1시간 6,000원, 3인실 - 1시간 7,000원, 4인실 - 1시간 10,000원"
플랜에이스터디카페 교대센터,서울 서초구 서초중앙로24길 20 2층,교대역 4번출구에서 80m,02-3143-0909,"일회이용권 2시간5,000원일회이용권 4시간8,000원일회이용권 6시간11,000원일회이용권 8시간13,000원종일권(02시까지)16,000원시간이용권 30시간60,000원시간이용권 50시간100,000원시간이용권 100시간180,000원시간이용권 200시간320,000원시간이용권 300시간420,000원",http://pf.kakao.com/_DeYBT,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 예약, 주차, 발렛파킹",방문자 리뷰 66,블로그 리뷰 202,서초구,교대역,별점 4.65,가격정보 없음
다짐스터디카페 반포점,서울 서초구 서초중앙로 224 2층 201호,반포역 3번출구에서 753m,번호정보 없음,"일일이용권 1시간 연장2,500원일일이용권 2시간5,000원일일이용권 4시간8,000원일일이용권 6시간12,000원일일이용권 10시간17,000원일일이용권 14시간21,000원시간충전권 20시간(1달)45,000원시간충전권 30시간(2달)60,000원시간충전권 50시간(3달)90,000원시간충전권 100시간(6달)170,000원",https://blog.naver.com/dazimbanpo,"무선 인터넷, 노키즈존, 남/녀 화장실 구분, 간편결제, 주차",방문자 리뷰 12,블로그 리뷰 14,서초구,반포역,,가격정보 없음
커피에스터디,서울 서초구 효령로 218,남부터미널역 5번출구에서 733m,0507-1356-0761,"Room Tall (2~6인실)22,000~32,000원Room Grande (7~12인실)42,000~62,000원Room Venti (13~30인실)150,000~250,000원",https://blog.naver.com/coffeeaddstudy,"무선 인터넷, 남/녀 화장실 구분, 예약, 단체 이용 가능",방문자 리뷰 35,블로그 리뷰 59,서초구,남부터미널역,,"2인실 - 1시간 11,000원~16,000원, 6인실 - 1시간 11,000원~16,000원, 7인실 - 1시간 21,000원~31,000원, 12인실 - 1시간 21,000원~31,000원, 13인실 - 1시간 50,000원~83,333원, 3"
비에이블스터디카페 반포센터,서울 서초구 고무래로10길 17 비에이블스터디카페 반포센터,반포역 3번출구에서 871m,번호정보 없음,"2시간4,000원3시간5,500원4시간7,000원6시간10,000원8시간12,000원10시간14,000원4주이용권180,000원50시간권80,000원100시간권150,000원150시간권210,000원",http://beablebanpo.modoo.at,"단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차",방문자 리뷰 8,블로그 리뷰 49,서초구,반포역,,"4인실 - 2시간 4,000원, 4인실 - 3시간 5,500원, 4인실 - 4시간 7,000원, 4인실 - 6시간 10,000원, 4인실 - 8시간 12,000원, 4인실 - 10시간 14,000원"
플랜에이스터디카페 서초케이프,서울 서초구 효령로46길 22 2층,남부터미널역 5번출구에서 751m,0507-1370-3015,가격정보 없음,http://pf.kakao.com/_HnBxfK,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 예약",방문자 리뷰 259,블로그 리뷰 15,서초구,남부터미널역,별점 4.82,가격정보 없음
호시우보 스터디카페,서울 서초구 고무래로10길 17 4층 호시우보스터디카페,반포역 3번출구에서 863m,0507-1309-1651,가격정보 없음,URL정보 없음,비고 없음,,블로그 리뷰 7,서초구,반포역,,가격정보 없음
크란츠스터디카페,"서울 서초구 서초대로52길 38 2층, 3층",교대역 13번출구에서 88m,02-585-0910,가격정보 없음,URL정보 없음,"예약, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 170,블로그 리뷰 33,서초구,교대역,,가격정보 없음
헤이든 스터디카페,서울 서초구 사평대로26길 8 포레933 빌딩 5층,고속터미널역 5번출구에서 558m,번호정보 없음,"2시간4,000원3시간6,000원4시간7,000원5시간8,000원6시간9,000원8시간11,000원10시간13,000원12시간15,000원일일권(24시간)18,000원30시간권 (유효기간 2개월)58,000원",https://blog.naver.com/haydenlibrary,"발렛파킹, 남/녀 화장실 구분, 무선 인터넷, 주차",방문자 리뷰 30,블로그 리뷰 4,서초구,고속터미널역,별점 4.57,"4인실 - 2시간 4,000원, 4인실 - 3시간 6,000원, 4인실 - 4시간 7,000원, 4인실 - 5시간 8,000원, 4인실 - 6시간 9,000원, 4인실 - 8시간 11,000원, 4인실 - 10시간 13,000원, 4인실 - 12시간 15,0"
스페이스나인 스터디카페 반포점,서울 서초구 사평대로 285 지하1층,사평역 2번출구에서 18m,0507-1496-0090,가격정보 없음,https://m.blog.naver.com/PostList.nhn?blogId=smg15,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 26,블로그 리뷰 2,서초구,사평역,별점 4.9,가격정보 없음
오션스터디카페 반포서래점,서울 서초구 사평대로 122 주영빌딩 2층,신반포역 4번출구에서 574m,번호정보 없음,"당일시간권 2시간4,000원당일시간권 3시간6,000원당일시간권 4시간7,000원당일시간권 6시간9,000원당일시간권 8시간11,000원당일시간권 12시간15,000원30시간권 (유효기간 60일)60,000원50시간권(유효기간 120일)90,000원100시간권(유효기간 180일)170,000원200시간권(유효기간 360일)300,000원",http://instagram.com/ocean_banpo,"무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 55,블로그 리뷰 6,서초구,신반포역,별점 4.57,가격정보 없음
토즈스터디 교대역센터,서울 서초구 서초중앙로24길 19 나라빌딩 4층,교대역 4번출구에서 90m,02-3477-9773,"학생/성인 자유석 특별할인 (1개월)190,000원학생 지정석 (1개월, 사물함포함)220,000원성인 지정석 (1개월, 사물함포함)230,000원학생원데이 (1일)15,000원성인원데이 (1일)16,000원성인 SMART100 (2개월이내)200,000원성인 SMART50 (2개월이내)111,000원학생 SMART100190,000원성인 SMART30 (1개월이내)70,000원학생 SMART30 (1개월이내)65,000원",https://blog.naver.com/tozstudycenter_kds,"무선 인터넷, 남/녀 화장실 구분",방문자 리뷰 36,블로그 리뷰 9,서초구,교대역,별점 4.75,가격정보 없음
타임랩스터디카페,서울 서초구 남부순환로339길 72 3층 타임랩스터디카페,남부터미널역 3번출구에서 442m,0507-1385-1233,"스터디룸G2 (1~2인/시간당)8,000원스터디룸A (3인~5인/시간당)12,000원스터디룸B (6인~8인/시간당)18,000원세미나룸 (10인~16인/시간당)38,000원2시간 당일권 (자유석)4,000원4시간 당일권 (자유석)7,000원8시간 당일권 (자유석)13,000원50시간권 (자유석)80,000원100시간권 (자유석)150,000원200시간권 (자유석)290,000원",http://pf.kakao.com/_xfkAvxj,"단체 이용 가능, 예약, 무선 인터넷, 남/녀 화장실 구분, 간편결제, 주차",방문자 리뷰 41,블로그 리뷰 16,서초구,남부터미널역,,"1~2인 - 1시간 8,000원, 3인~5인 - 1시간 12,000원, 6인~8인 - 1시간 18,000원, 10인~16인 - 1시간 38,000원"
비온탑스터디카페 신반포점,서울 서초구 반포대로 300 덕성빌딩 지하1층 1-2호,고속터미널역 8-1번 출구에서 248m,0507-1363-4498,"2인 스터디룸 1시간8,000원4인 스터디룸 1시간10,000원20시간36,000원50시간85,000원110시간160,000원165시간230,000원220시간300,000원자유석 2주 (기간권)130,000원자유석 4주 (기간권)240,000원고정석 2주 (기간권)160,000원",https://beontopsinbanpo.modoo.at/,무선 인터넷,방문자 리뷰 24,블로그 리뷰 33,서초구,고속터미널역,,"2인 - 1시간 8,000원, 4인 - 1시간 10,000원"
얼리버드 스터디카페 반포점,서울 서초구 신반포로 157,고속터미널역 8-1번 출구에서 193m,02-599-8685,"당일권 2시간5,000원당일권 3시간7,200원당일권 4시간9,200원당일권 5시간11,500원시간권 10시간23,000원시간권 30시간66,000원시간권 50시간105,000원시간권 100시간200,000원고정석 4주(28일)370,000원스터디룸(6인실) 1시간12,000원",https://blog.naver.com/earlybirdstudy/222330104795,"단체 이용 가능, 예약, 남/녀 화장실 구분, 무선 인터넷, 주차",방문자 리뷰 83,블로그 리뷰 11,서초구,고속터미널역,,"6인실 - 1시간 12,000원"
어스스터디카페 방배1호점,서울 서초구 방배로 89,방배역 3번출구에서 79m,02-525-9149,가격정보 없음,https://blog.naver.com/usstudy20,"무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능",,블로그 리뷰 37,서초구,방배역,,가격정보 없음
화이트펜슬 스터디카페 서초방배동점,서울 서초구 명달로9길 5 4층,방배역 1번출구에서 651m,0507-1372-7823,가격정보 없음,https://whitepencilbangbae.modoo.at,"단체 이용 가능, 남/녀 화장실 구분, 무선 인터넷, 예약, 대기공간, 주차",방문자 리뷰 116,블로그 리뷰 23,서초구,방배역,,가격정보 없음
시월 스터디룸,서울 서초구 방배천로4길 42 3층,사당역 11번출구에서 276m,0507-1319-0840,가격정보 없음,https://s.solo.pickko.net/CJPkUiZFGJewlWawjkqsk,"단체 이용 가능, 무선 인터넷, 예약, 대기공간, 주차",방문자 리뷰 11,블로그 리뷰 30,서초구,사당역,,가격정보 없음
